"Domkirche St. Martin und St. Stefan, Liebfrauenplatz 4",Mainz,49.992862,8.247253,"bald nach 975 begonnen, nach Schäden und Brand 1081 tlw. Neubau von Langhaus und Ostchor, vollendet 1137 (ohne Krypta); Palastkapelle St. Gotthard, um 1130; nach schweren Beschädigungen Erneuerung der Seitenschiff-Außenwände, Langhauseinwölbung und Neubau von Westquerhaus und -chor sowie Memorie, vollendet um 1210, Weihe 1239; gotische Seitenkapellen ab 1279 (Norden) bzw. ab 1300 (Süden), Nikolauskapelle vor 1382, Marienkapelle vor 1498; westlicher Vierungsturm mit gotischer Glockenstube, Bekrönung 1767, Arch. Franz Ignaz Michael Neumann; mittlerer Ostturm mit Tambour von 1361; Ausmalung des Innenraums 1859-64 durch Philipp Veit und Schüler; Doppelchörige, dreischiffige romanische Gewölbebasilika, trikonchialer Westturm mit Seitentürmen, Querhaus mit mächtigem Vierungsturm, Langhaus, querhausartiger Ostbau mit Mittelturm und Flankentürmen; Ausstattung: Chorgestühl, Grabdenkmäler, ""Udenheimer Kruzifix"" (Gotthardkapelle), in der Memorie Prälatensitz, Renaissance-Epitaphien; Epitaphien und Bildwerke; Kapitelbauten: über zweischiffigem Pfeilerkeller, um1239, veränderter Kapitelsaal, zweigeschossige Kapitelstube 1489, Schreiberei und Registratur 1589; eingeschossige ehem. Domschule (Domstraße 3) mit tlw. romanischen Fenstergewänden, tonnengewölbter Keller älter"
"Ehem. Kurfürstliches Schloss, Diether-von- Isenburg-Straße 4",Mainz,50.005957,8.267799,"1628 begonnen als Erweiterungsflügel, der die Martinsburg (ab 1478) mit dem Kanzleigebäude (1555-57) und der Gangolfkapelle (1570-81) verbindet, 1752 vollendet, seit 1807 freigestellt und mit Errichtung der eingeschossigen Steinhalle Bildung einer Dreiflügelanlage, 1942 abgebrannt, 1948 Wiederherstellung dreigeschossiger Ost- und Nordflügel mit hohen Walmdächern rechtwinklig zueinander, aber mit ungleicher Länge und Breite, klare Fassadengliederung mit reicher Bauplastik, eingeschossiger Westflügel (Steinhalle), öffnet sich mit Pfeilerarkadenwand zum Hof hin"
"Ehem. kath. Pfarrkirche St. Emmeran, Emmeransstraße 19",Mainz,50.000618,8.268693,"romanischer Turm, Ende 12. Jh., Außenmauern der dreischiffigen gotischen Basilika, um 1300, Neben- und Hauptportal bez. 1672; Hofmauer zwischen Kirche und Pfarrhaus (Nr. 15) mit Portal, bez. 1671, ehem. Kirchhof"
"Ehem. kath. St. Christophskirche, Christofsstraße 8",Mainz,50.002148,8.271909,"Kapelle und Mahnmal für die Opfer des Zweiten Weltkriegs, Ruine der 1280-1330 errichteten, nach 1687 und 1761 renovierten bzw. wiederhergestellten, 1942 ausgebrannten und 1945 zerstörten dreischiffigen Basilika, 1963/64 als Mahnmal mit stützender Betonkonstruktion hergerichet; romanischer Nordturm, um 1240, Aufstockung 14./15. Jh.; gotische Gruftanlage, Wandmalereien um 1400, Umwandlung zur Krypta 1761"
"Ev. Altmünsterkirche, Münsterstraße 25",Mainz,49.998995,8.262552,"romanisierender Saalbau mit Doppelturmfassade, kupfergedecktes Faltdach, 1958-60. Arch. Otto Vogel, Trier, unter Eingeziehung des barocken bzw. neuromanischen Bestandes; spärliche Mauerreste der ehem. Klosterbauten; Pfarrhaus, siebenachsiger Walmdachbau, 1922"
"Ev. Auferstehungskirche, Am Fort Gonsenheim 151",Mainz,50.0048,8.2476,"breitgelagerter Beton-Klinkerbau mit überkragendem Flachdach, gläserner Eingangsfront, Freitreppe und Kampanile, 1959- 62, Arch. Hans-Joachim Lenz, umlaufender Betonfries von Heinz Hemrich; zugehörig Gemeindehaus, Kindergarten und Pfarrhaus, allesamt flachgedeckte Betonkuben, Innenhof"
"Ev. Christuskirche, Kaiserstraße 56",Mainz,50.00762,8.26653,"monumentaler Zentralbau über griechischem Kreuz mit Tambourkuppel, Neurenaissance, 1897-1903, Arch. Eduard Kreyßig, vereinfacht vollendet von Franz Fredriksson, nach Kriegsbeschädigungen Wiederherstellung 1953/54, Arch. Otto Vogel; straßen- und stadtteilbildprägend; zugehörig die Pfarrhaus- und Gemeindebauten"
"Ev. Johanniskirche, Schöfferstraße 1",Mainz,49.998399,8.272895,"dreischiffige, im Kern spätkarolingische Basilika mit Vorhalle, um 900, mehrfach überformt, gotischer Westchor, um 1320-25; an der Ostseite des südlichen Seitenschiffs gotisches Sandsteinportal der St. Georgen-Kapelle der Domdechanei; an der Langhaussüdseite hl. Johannes, Muschelkalk, 1906 von Carlo Culot, Entwurf Augusto Varnesi"
"Ev. Lutherkirche, Wilhelmiterstraße 17",Mainz,49.99253,8.27754,"Bruchstein-Saalbau mit eingeschossigen Pultdachan- und Vorbauten, über Resten des römischen Theaters, 1948/49, Arch. Otto Bartning, Neckarsteinach"
Festungsanlagen,Mainz,49.992862,8.247253,"barocke Festungsanlagen und Festungsanlagen der Bundes- und Reichsfestung Mainz; vom 1655 begonnenen Bastionsring erhalten: Bastion Alexander (Augustusstraße) und Bastion Martin (Bastion Martin); Festungsanlagen der Rheinkehlbefestigung, Nordwestfront, Südwestfront, entlang der Rheinufererweiterung samt Hafenanlagen vor Alt- und Neustadt, errichtet 1873-1888, aufgelassen ab 1904; entlang der Ufererweiterung vor der Altstadt, 1873-1879, erhalten: Wachthaus des Dagobertstores, Kaponniere Fort Malakoff, Templer-, Wein-, Holz- und Brückentor; Bastion Franziskus (Dagobertstraße); entlang der Rheinfront der Neustadt, 1884- 1887, erhalten: Schlosstor (Rheinstraße), Teile des Raimunditors (Rheinallee), Teile des Kaisertores (Kaiserstraße), Teile des Frauenlobtores (Taunusstraße/ Ecke Frauenlobstraße), Kaponniere V (Feldbergplatz); von der Nordwestfront am Hartenberg, 1875-77, erhalten: Teile des Forts Hartmühle (Wallstraße) und die Kavaliere Hartenberg, Holstein und Hauptstein (Johann-Maria-Kertell- Platz);von der Südwestfront erhalten: Fort Josef (Am Linsenberg/ Ecke Langenbeckstraße), Fort Stahlberg (Landwehrweg), Fort Weisenau (Unterer Michelsbergweg), Fort Bingen (Johann-Joachim- Becher-Weg)"
