"Friedensstraße, auf dem Friedhof",Weilerbach,"Kriegerdenkmal 1870/71, nach 1871, Obelisk",51.035495,12.128209
Hauptstraße 9,Weilerbach,"gründerzeitliches Wohn- und Geschäftshaus, teilweise klinkerverblendet, um 1900",49.478797,7.634018
Hauptstraße 11,Weilerbach,"gründerzeitliches Wohn- und Geschäftshaus, bezeichnet 1895",49.478797,7.634018
Hauptstraße 12,Weilerbach,"Wohn- und Geschäftshaus; gründerzeitlicher Sandsteinquaderbau, bezeichnet 1897",49.478797,7.634018
Kirchstraße,Weilerbach,"Katholische Pfarrkirche Heiligkreuz; Ostteile der mittelalterlichen Kirche im Neubau von 1930–33 (dreischiffige Pfeilerbasilika von Wilhelm Schulte II.), romanischer Chor mit frühgotischem Fenster, romanischer Kapellenanbau aus der zweiten Hälfte des 12. Jahrhunderts, frühgotischer Turm, oberstes Geschoss um 1500",53.084425,7.399603
Kirchstraße,Weilerbach,"Grabmal, klassizistisch, bezeichnet 1833",53.084425,7.399603
Rummelstraße 18,Weilerbach,"Protestantische Pfarrkirche; neuspätromanischer Sandsteinquaderbau, 1897/98, Architekten Ludwig Levy, Karlsruhe, und Heinrich Jester, Speyer",49.482397,7.633955
Rummelstraße 20,Weilerbach,"Protestantisches Pfarrhaus; nachbarocker Krüppelwalmdachbau, 1821/22",49.482649,7.633434
Schulstraße,Weilerbach,"Kriegerdenkmal 1914/18, 1920er Jahre, Kruzifix",49.48139,7.63524
an der L 367,Weilerbach,"Kilometerstein; zylindrischer Sandsteinpfosten, 19. Jahrhundert",53.975883,10.588352
