Hauptstraße, Buchholz (Westerwald),"Katholische Pfarrkirche St. Pantaleon; dreigeschossiger Turm der gotisierenden Hallenkirche St. Pantaleon, 1863"
Hauptstraße 40, Buchholz (Westerwald),"Fachwerkhaus einer Hofanlage, teilweise verputzt, Mitte des 19. Jahrhunderts"
Hauptstraße 112, Buchholz (Westerwald),"Fachwerk-Quereinhaus mit Niederlass, teilweise massiv, 18. Jahrhundert"
Mühlenweg, Buchholz (Westerwald),"Wegekreuz, bezeichnet 1886"
Jungerother Straße, Buchholz (Westerwald),"Wegekreuz, Holz, 18. oder 19. Jahrhundert"
Heckenstraße, Buchholz (Westerwald),"Wegekreuz, Sandstein, Ende des 19. Jahrhunderts"
Heideweg 9, Buchholz (Westerwald),"Fachwerkhaus, erste Hälfte des 19. Jahrhunderts"
Hennefer Straße 18, Buchholz (Westerwald),"langgestrecktes Fachwerk-Quereinhaus, 17. bis 19. Jahrhundert"
nordöstlich der Ortslage an der B 8 (bei Stotterheck), Buchholz (Westerwald),"Grenzstein, vierseitiger Block"
bei Wertenbruch 4 an der K 56, Buchholz (Westerwald),"Wegekreuz; Holz, mit kleiner Nische und Darstellung der Wundmale, angeblich von 1839"
Im Wallroth 6, Buchholz (Westerwald),"Kleinbäuerliches Einfirsthaus mit Niederlass, Fachwerk, frühes 19. Jahrhundert"
Krummenast 12, Buchholz (Westerwald),"Fachwerkhaus mit (jüngerem) Niederlass, teilweise massiv, 17. Jahrhundert"
(bei) Krummenast 14, Buchholz (Westerwald),"Wegekreuz, Sandstein, bezeichnet 1726"
Barger Weg, Buchholz (Westerwald),"Wegekreuz, bezeichnet 1815"
Bonner Straße, Buchholz (Westerwald),"Katholische Filialkirche; einachsiger Saalbau, bezeichnet 1857"
Im Winkel 4, Buchholz (Westerwald),"zweizoniger Fachwerk-Wohnteil einer Hofanlage, teilweise verkleidet, 18. Jahrhundert"
Bergerhof 3, Buchholz (Westerwald),"kleines ehemaliges Fachwerk-Quereinhaus, teilweise massiv, 18. Jahrhundert"
Luisenstraße, Buchholz (Westerwald),"Wegekreuz, Holz, 18. oder 19. Jahrhundert (vor 1893)"
